2017-05-12 12:37:15.373361 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] Populating workers...
2017-05-12 12:37:15.373831 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] Populated
2017-05-12 12:38:29.839195 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #0 | Training started
2017-05-12 12:38:31.911284 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #0 | Training finished
2017-05-12 12:38:31.911878 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #1 | Training started
2017-05-12 12:38:33.630274 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #1 | Training finished
2017-05-12 12:38:33.630862 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #2 | Training started
2017-05-12 12:38:35.337874 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #2 | Training finished
2017-05-12 12:38:35.338446 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #3 | Training started
2017-05-12 12:38:36.840733 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #3 | Training finished
2017-05-12 12:38:37.153285 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #4 | Training started
2017-05-12 12:38:38.811199 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #4 | Training finished
2017-05-12 12:38:38.811788 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #5 | Training started
2017-05-12 12:38:40.141480 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #5 | Training finished
2017-05-12 12:38:40.141855 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #6 | Training started
2017-05-12 12:38:41.416658 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #6 | Training finished
2017-05-12 12:38:41.417167 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #7 | Training started
2017-05-12 12:38:42.865933 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #7 | Training finished
2017-05-12 12:38:42.866490 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #8 | Training started
2017-05-12 12:38:44.615763 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #8 | Training finished
2017-05-12 12:38:44.616201 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Training started
2017-05-12 12:38:46.213566 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Training finished
2017-05-12 12:38:46.214033 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Collecting samples for evaluation
2017-05-12 12:39:04.170403 EDT | -----------------------  ------------
2017-05-12 12:44:20.367870 EDT | StdReturn                 3.92862
2017-05-12 12:44:20.368233 EDT | MaxReturn                76.3907
2017-05-12 12:44:20.368593 EDT | MinReturn                51.4423
2017-05-12 12:44:20.368950 EDT | AverageEsReturn          45.1864
2017-05-12 12:44:20.369305 EDT | StdEsReturn              19.9435
2017-05-12 12:44:20.369662 EDT | MaxEsReturn              78.2688
2017-05-12 12:44:20.370031 EDT | MinEsReturn               9.92614
2017-05-12 12:44:20.370387 EDT | AverageDiscountedReturn  54.2984
2017-05-12 12:44:20.370751 EDT | AverageQLoss              0.00022693
2017-05-12 12:44:20.371105 EDT | AveragePolicySurr        -0.122569
2017-05-12 12:44:20.371459 EDT | AverageQ                  0.107953
2017-05-12 12:44:20.371811 EDT | AverageAbsQ               0.108125
2017-05-12 12:44:20.372165 EDT | AverageY                  0.107976
2017-05-12 12:44:20.372517 EDT | AverageAbsY               0.107976
2017-05-12 12:44:20.372869 EDT | AverageAbsQYDiff          0.00868725
2017-05-12 12:44:20.373220 EDT | AverageAction             0.665296
2017-05-12 12:44:20.373573 EDT | PolicyRegParamNorm       16.4699
2017-05-12 12:44:20.373940 EDT | QFunRegParamNorm         14.3056
2017-05-12 12:44:20.374289 EDT | AverageForwardProgress    0.507741
2017-05-12 12:44:20.374642 EDT | MaxForwardProgress        0.601911
2017-05-12 12:44:20.374994 EDT | MinForwardProgress        0.378658
2017-05-12 12:44:20.375346 EDT | StdForwardProgress        0.0379697
2017-05-12 12:44:20.375700 EDT | -----------------------  -----------
2017-05-12 12:44:20.376258 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #20 | Training started
2017-05-12 12:44:32.126165 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #20 | Training finished
2017-05-12 12:44:32.126691 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #20 | Collecting samples for evaluation
2017-05-12 12:44:48.892010 EDT | -----------------------  -----------
2017-05-12 12:44:49.248392 EDT | Epoch                    20
2017-05-12 12:44:49.248999 EDT | AverageReturn            70.4052
2017-05-12 12:44:49.249446 EDT | StdReturn                 3.84433
2017-05-12 12:44:49.249901 EDT | MaxReturn                80.857
2017-05-12 12:44:49.250333 EDT | MinReturn                35.1493
2017-05-12 12:44:49.250762 EDT | AverageEsReturn          43.5264
2017-05-12 12:44:49.251161 EDT | StdEsReturn              21.8768
2017-05-12 12:44:49.251592 EDT | MaxEsReturn              75.2369
2017-05-12 12:44:49.252019 EDT | MinEsReturn               6.39514
2017-05-12 12:44:49.252448 EDT | AverageDiscountedReturn  55.9119
2017-05-12 12:44:49.252838 EDT | AverageQLoss              0.000281
2017-05-12 12:44:49.253251 EDT | AveragePolicySurr        -0.136078
2017-05-12 12:44:49.253689 EDT | AverageQ                  0.120157
2017-05-12 12:44:49.254128 EDT | AverageAbsQ               0.120339
2017-05-12 12:44:49.254564 EDT | AverageY                  0.120208
2017-05-12 12:44:49.255119 EDT | AverageAbsY               0.120209
2017-05-12 12:44:49.255562 EDT | AverageAbsQYDiff          0.00946515
2017-05-12 12:44:49.255998 EDT | AverageAction             0.608084
2017-05-12 12:44:49.256430 EDT | PolicyRegParamNorm       16.6749
2017-05-12 12:44:49.256853 EDT | QFunRegParamNorm         14.9067
2017-05-12 12:44:49.257277 EDT | AverageForwardProgress    0.531691
2017-05-12 12:44:49.257711 EDT | MaxForwardProgress        0.628186
2017-05-12 12:44:49.258147 EDT | MinForwardProgress        0.154449
2017-05-12 12:44:49.258552 EDT | StdForwardProgress        0.0387009
2017-05-12 12:44:49.258965 EDT | -----------------------  -----------
2017-05-12 12:44:49.259702 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #21 | Training started
2017-05-12 12:45:03.317472 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #21 | Training finished
2017-05-12 12:45:03.328982 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #21 | Collecting samples for evaluation
2017-05-12 12:45:19.113972 EDT | -----------------------  ------------
2017-05-12 12:45:19.115114 EDT | Epoch                    21
2017-05-12 12:45:19.115578 EDT | AverageReturn            68.9432
2017-05-12 12:45:19.116025 EDT | StdReturn                 2.3242
2017-05-12 12:45:19.116503 EDT | MaxReturn                75.8176
2017-05-12 12:45:19.116974 EDT | MinReturn                60.6591
2017-05-12 12:45:19.117443 EDT | AverageEsReturn          44.298
2017-05-12 12:45:19.117940 EDT | StdEsReturn              20.8239
2017-05-12 12:45:19.118409 EDT | MaxEsReturn              76.1736
2017-05-12 12:45:19.118879 EDT | MinEsReturn               6.25435
2017-05-12 12:45:19.119356 EDT | AverageDiscountedReturn  54.7517
2017-05-12 12:45:19.119823 EDT | AverageQLoss              0.000311237
2017-05-12 12:45:19.120314 EDT | AveragePolicySurr        -0.150854
2017-05-12 12:45:19.120813 EDT | AverageQ                  0.133487
2017-05-12 12:45:19.121270 EDT | AverageAbsQ               0.133692
2017-05-12 12:45:19.121759 EDT | AverageY                  0.133515
2017-05-12 12:45:19.122327 EDT | AverageAbsY               0.133518
2017-05-12 12:45:19.122999 EDT | AverageAbsQYDiff          0.00976274
2017-05-12 12:45:19.123554 EDT | AverageAction             0.582736
2017-05-12 12:45:19.124108 EDT | PolicyRegParamNorm       16.9535
2017-05-12 12:45:19.124665 EDT | QFunRegParamNorm         15.4716
2017-05-12 12:45:19.125096 EDT | AverageForwardProgress    0.491834
2017-05-12 12:45:19.125619 EDT | MaxForwardProgress        0.556493
2017-05-12 12:45:19.126054 EDT | MinForwardProgress        0.352208
2017-05-12 12:45:19.126486 EDT | StdForwardProgress        0.0309268
2017-05-12 12:45:19.126918 EDT | -----------------------  ------------
2017-05-12 12:45:19.127565 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #22 | Training started
2017-05-12 12:45:30.613186 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #22 | Training finished
2017-05-12 12:45:30.702769 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #22 | Collecting samples for evaluation
2017-05-12 12:45:46.697284 EDT | -----------------------  -----------
2017-05-12 12:45:47.040045 EDT | Epoch                    22
2017-05-12 12:45:47.040709 EDT | AverageReturn            68.1406
2017-05-12 12:45:47.041134 EDT | StdReturn                 2.69526
2017-05-12 12:45:47.041538 EDT | MaxReturn                75.1152
2017-05-12 12:45:47.041963 EDT | MinReturn                57.7801
2017-05-12 12:45:47.042357 EDT | AverageEsReturn          50.0312
2017-05-12 12:45:47.042737 EDT | StdEsReturn              24.9057
2017-05-12 12:45:47.043128 EDT | MaxEsReturn              89.5229
2017-05-12 12:45:47.043498 EDT | MinEsReturn               5.36787
2017-05-12 12:45:47.043880 EDT | AverageDiscountedReturn  54.3787
2017-05-12 12:45:47.044263 EDT | AverageQLoss              0.00037017
2017-05-12 12:45:47.044649 EDT | AveragePolicySurr        -0.164542
2017-05-12 12:45:47.045019 EDT | AverageQ                  0.146402
2017-05-12 12:45:47.045398 EDT | AverageAbsQ               0.146656
2017-05-12 12:45:47.045771 EDT | AverageY                  0.146466
2017-05-12 12:45:47.046210 EDT | AverageAbsY               0.146467
2017-05-12 12:45:47.046590 EDT | AverageAbsQYDiff          0.0104921
2017-05-12 12:45:47.046965 EDT | AverageAction             0.580299
2017-05-12 12:45:47.047343 EDT | PolicyRegParamNorm       17.1953
2017-05-12 12:45:47.047713 EDT | QFunRegParamNorm         16.0134
2017-05-12 12:45:47.048098 EDT | AverageForwardProgress    0.500719
2017-05-12 12:45:47.048479 EDT | MaxForwardProgress        0.57943
2017-05-12 12:45:47.048846 EDT | MinForwardProgress        0.353108
2017-05-12 12:45:47.049231 EDT | StdForwardProgress        0.0288438
2017-05-12 12:45:47.049596 EDT | -----------------------  -----------
2017-05-12 12:45:47.050344 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #23 | Training started
2017-05-12 12:45:58.996238 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #23 | Training finished
2017-05-12 12:45:59.282392 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #23 | Collecting samples for evaluation
2017-05-12 12:46:14.366922 EDT | -----------------------  ------------
2017-05-12 12:46:14.367413 EDT | Epoch                    23
2017-05-12 12:46:14.367717 EDT | AverageReturn            68.531
2017-05-12 12:46:14.368014 EDT | StdReturn                 2.78026
2017-05-12 12:46:14.368305 EDT | MaxReturn                76.498
2017-05-12 12:46:14.368597 EDT | MinReturn                58.1195
2017-05-12 12:46:14.368884 EDT | AverageEsReturn          49.7768
2017-05-12 12:46:14.369169 EDT | StdEsReturn              22.745
2017-05-12 12:46:14.369460 EDT | MaxEsReturn              84.6048
2017-05-12 12:46:14.369756 EDT | MinEsReturn               4.05976
2017-05-12 12:46:14.370044 EDT | AverageDiscountedReturn  54.5631
2017-05-12 12:46:14.370329 EDT | AverageQLoss              0.000423533
2017-05-12 12:46:14.370615 EDT | AveragePolicySurr        -0.177085
2017-05-12 12:46:14.370901 EDT | AverageQ                  0.158388
2017-05-12 12:46:14.371186 EDT | AverageAbsQ               0.158694
2017-05-12 12:46:14.371470 EDT | AverageY                  0.158414
2017-05-12 12:46:14.371752 EDT | AverageAbsY               0.158416
2017-05-12 12:46:14.372037 EDT | AverageAbsQYDiff          0.0111074
2017-05-12 12:46:14.372322 EDT | AverageAction             0.616204
2017-05-12 12:46:14.372604 EDT | PolicyRegParamNorm       17.4621
2017-05-12 12:46:14.372887 EDT | QFunRegParamNorm         16.4782
2017-05-12 12:46:14.373170 EDT | AverageForwardProgress    0.506226
2017-05-12 12:46:14.373453 EDT | MaxForwardProgress        0.578926
2017-05-12 12:46:14.373745 EDT | MinForwardProgress        0.32977
2017-05-12 12:46:14.374030 EDT | StdForwardProgress        0.0330286
2017-05-12 12:46:14.374316 EDT | -----------------------  ------------
2017-05-12 12:46:14.374777 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #24 | Training started
2017-05-12 12:46:25.517458 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #24 | Training finished
2017-05-12 12:46:25.661903 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #24 | Collecting samples for evaluation
2017-05-12 12:46:39.681293 EDT | -----------------------  ------------
2017-05-12 12:46:39.682718 EDT | Epoch                     24
2017-05-12 12:46:39.683290 EDT | AverageReturn             65.5004
2017-05-12 12:46:39.683817 EDT | StdReturn                  3.8479
2017-05-12 12:46:39.684301 EDT | MaxReturn                 79.1778
2017-05-12 12:46:39.684774 EDT | MinReturn                 56.6844
2017-05-12 12:46:39.685451 EDT | AverageEsReturn           50.1477
2017-05-12 12:46:39.686011 EDT | StdEsReturn               25.7303
2017-05-12 12:46:39.687000 EDT | MaxEsReturn              105.565
2017-05-12 12:46:39.687465 EDT | MinEsReturn                5.83598
2017-05-12 12:46:39.687932 EDT | AverageDiscountedReturn   52.5136
2017-05-12 12:46:39.688398 EDT | AverageQLoss               0.00045978
2017-05-12 12:46:39.688935 EDT | AveragePolicySurr         -0.190361
2017-05-12 12:46:39.689438 EDT | AverageQ                   0.170769
2017-05-12 12:46:39.689952 EDT | AverageAbsQ                0.171128
2017-05-12 12:46:39.690476 EDT | AverageY                   0.170834
2017-05-12 12:46:39.690997 EDT | AverageAbsY                0.17084
2017-05-12 12:46:39.691518 EDT | AverageAbsQYDiff           0.0114615
2017-05-12 12:46:39.692047 EDT | AverageAction              0.631481
2017-05-12 12:46:39.692571 EDT | PolicyRegParamNorm        17.7068
2017-05-12 12:46:39.696079 EDT | QFunRegParamNorm          16.945
2017-05-12 12:46:39.696495 EDT | AverageForwardProgress     0.471262
2017-05-12 12:46:39.696883 EDT | MaxForwardProgress         0.560387
2017-05-12 12:46:39.697270 EDT | MinForwardProgress         0.388422
2017-05-12 12:46:39.698473 EDT | StdForwardProgress         0.0335351
2017-05-12 12:46:39.698921 EDT | -----------------------  ------------
2017-05-12 12:46:39.699904 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #25 | Training started
2017-05-12 12:46:51.493292 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #25 | Training finished
2017-05-12 12:46:51.622169 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #25 | Collecting samples for evaluation
2017-05-12 12:47:09.291367 EDT | -----------------------  -------------
2017-05-12 12:47:09.625864 EDT | Epoch                     25
2017-05-12 12:47:09.626507 EDT | AverageReturn             72.3897
2017-05-12 12:47:09.626975 EDT | StdReturn                  5.64558
2017-05-12 12:47:09.627436 EDT | MaxReturn                 86.2996
2017-05-12 12:47:09.627914 EDT | MinReturn                 47.1702
2017-05-12 12:47:09.628365 EDT | AverageEsReturn           49.81
2017-05-12 12:47:09.628720 EDT | StdEsReturn               31.8327
2017-05-12 12:47:09.629099 EDT | MaxEsReturn              147.447
2017-05-12 12:47:09.629457 EDT | MinEsReturn                5.70695
2017-05-12 12:47:09.629849 EDT | AverageDiscountedReturn   55.0071
2017-05-12 12:47:09.630206 EDT | AverageQLoss               0.000495707
2017-05-12 12:47:09.630580 EDT | AveragePolicySurr         -0.203169
2017-05-12 12:47:09.630928 EDT | AverageQ                   0.183347
2017-05-12 12:47:09.631357 EDT | AverageAbsQ                0.183693
2017-05-12 12:47:09.631727 EDT | AverageY                   0.183379
2017-05-12 12:47:09.632076 EDT | AverageAbsY                0.183381
2017-05-12 12:47:09.632426 EDT | AverageAbsQYDiff           0.0117144
2017-05-12 12:47:09.632791 EDT | AverageAction              0.659929
2017-05-12 12:47:09.633139 EDT | PolicyRegParamNorm        17.9631
2017-05-12 12:47:09.633495 EDT | QFunRegParamNorm          17.3351
2017-05-12 12:47:09.633864 EDT | AverageForwardProgress     0.405967
2017-05-12 12:47:09.634220 EDT | MaxForwardProgress         0.481056
2017-05-12 12:47:09.634562 EDT | MinForwardProgress         0.261839
2017-05-12 12:47:09.634919 EDT | StdForwardProgress         0.0339742
2017-05-12 12:47:09.635255 EDT | -----------------------  -------------
2017-05-12 12:47:09.635952 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #26 | Training started
2017-05-12 12:47:20.794574 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #26 | Training finished
2017-05-12 12:47:21.159597 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #26 | Collecting samples for evaluation
2017-05-12 12:47:35.124103 EDT | -----------------------  ------------
2017-05-12 12:47:35.125047 EDT | Epoch                    26
2017-05-12 12:47:35.125412 EDT | AverageReturn            69.678
2017-05-12 12:47:35.125766 EDT | StdReturn                 8.94162
2017-05-12 12:47:35.126107 EDT | MaxReturn                92.3986
2017-05-12 12:47:35.126446 EDT | MinReturn                48.6274
2017-05-12 12:47:35.126781 EDT | AverageEsReturn          41.6499
2017-05-12 12:47:35.127086 EDT | StdEsReturn              23.4714
2017-05-12 12:47:35.127422 EDT | MaxEsReturn              77.0318
2017-05-12 12:47:35.127723 EDT | MinEsReturn               6.66435
2017-05-12 12:47:35.128056 EDT | AverageDiscountedReturn  53.5464
2017-05-12 12:47:35.128358 EDT | AverageQLoss              0.000529054
2017-05-12 12:47:35.128693 EDT | AveragePolicySurr        -0.214622
2017-05-12 12:47:35.128999 EDT | AverageQ                  0.19427
2017-05-12 12:47:35.129326 EDT | AverageAbsQ               0.194628
2017-05-12 12:47:35.129658 EDT | AverageY                  0.194329
2017-05-12 12:47:35.134069 EDT | AverageAbsY               0.194332
2017-05-12 12:47:35.134493 EDT | AverageAbsQYDiff          0.0120492
2017-05-12 12:47:35.134886 EDT | AverageAction             0.582397
2017-05-12 12:47:35.135307 EDT | PolicyRegParamNorm       18.2159
2017-05-12 12:47:35.135697 EDT | QFunRegParamNorm         17.7066
2017-05-12 12:47:35.136116 EDT | AverageForwardProgress    0.394275
2017-05-12 12:47:35.136494 EDT | MaxForwardProgress        0.515124
2017-05-12 12:47:35.136951 EDT | MinForwardProgress        0.272826
2017-05-12 12:47:35.137380 EDT | StdForwardProgress        0.0536566
2017-05-12 12:47:35.137767 EDT | -----------------------  ------------
2017-05-12 12:47:35.139348 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #27 | Training started
2017-05-12 12:47:46.088370 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #27 | Training finished
2017-05-12 12:47:46.088806 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #27 | Collecting samples for evaluation
2017-05-12 12:48:01.538100 EDT | -----------------------  ------------
2017-05-12 12:48:01.538985 EDT | Epoch                    27
2017-05-12 12:48:01.539279 EDT | AverageReturn            68.8025
2017-05-12 12:48:01.539552 EDT | StdReturn                 7.34076
2017-05-12 12:48:01.539813 EDT | MaxReturn                80.251
2017-05-12 12:48:01.540070 EDT | MinReturn                38.4399
2017-05-12 12:48:01.540324 EDT | AverageEsReturn          44.0438
2017-05-12 12:48:01.540577 EDT | StdEsReturn              26.5017
2017-05-12 12:48:01.540829 EDT | MaxEsReturn              99.1744
2017-05-12 12:48:01.541081 EDT | MinEsReturn               9.6317
2017-05-12 12:48:01.541333 EDT | AverageDiscountedReturn  53.8178
2017-05-12 12:48:01.541582 EDT | AverageQLoss              0.000594574
2017-05-12 12:48:01.541853 EDT | AveragePolicySurr        -0.226206
2017-05-12 12:48:01.542105 EDT | AverageQ                  0.205371
2017-05-12 12:48:01.542355 EDT | AverageAbsQ               0.205797
2017-05-12 12:48:01.542605 EDT | AverageY                  0.205403
2017-05-12 12:48:01.542853 EDT | AverageAbsY               0.205417
2017-05-12 12:48:01.543106 EDT | AverageAbsQYDiff          0.0126525
2017-05-12 12:48:01.543383 EDT | AverageAction             0.591301
2017-05-12 12:48:01.543652 EDT | PolicyRegParamNorm       18.4642
2017-05-12 12:48:01.543992 EDT | QFunRegParamNorm         18.0682
2017-05-12 12:48:01.544272 EDT | AverageForwardProgress    0.421831
2017-05-12 12:48:01.544593 EDT | MaxForwardProgress        0.53101
2017-05-12 12:48:01.544851 EDT | MinForwardProgress        0.232251
2017-05-12 12:48:01.545104 EDT | StdForwardProgress        0.0514941
2017-05-12 12:48:01.545358 EDT | -----------------------  ------------
2017-05-12 12:48:01.545898 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #28 | Training started
2017-05-12 12:48:12.166183 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #28 | Training finished
2017-05-12 12:48:12.467769 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #28 | Collecting samples for evaluation
2017-05-12 12:48:28.544768 EDT | -----------------------  -------------
2017-05-12 12:48:28.545739 EDT | Epoch                     28
2017-05-12 12:48:28.546124 EDT | AverageReturn             76.2858
2017-05-12 12:48:28.546757 EDT | StdReturn                 32.4653
2017-05-12 12:48:28.547296 EDT | MaxReturn                176.156
2017-05-12 12:48:28.547703 EDT | MinReturn                  9.0119
2017-05-12 12:48:28.548323 EDT | AverageEsReturn           44.8971
2017-05-12 12:48:28.548717 EDT | StdEsReturn               32.2527
2017-05-12 12:48:28.549154 EDT | MaxEsReturn              116.111
2017-05-12 12:48:28.549576 EDT | MinEsReturn                4.30133
2017-05-12 12:48:28.550006 EDT | AverageDiscountedReturn   54.9291
2017-05-12 12:48:28.550347 EDT | AverageQLoss               0.000633154
2017-05-12 12:48:28.553123 EDT | AveragePolicySurr         -0.23681
2017-05-12 12:48:28.553519 EDT | AverageQ                   0.215584
2017-05-12 12:48:28.553925 EDT | AverageAbsQ                0.21605
2017-05-12 12:48:28.554325 EDT | AverageY                   0.215631
2017-05-12 12:48:28.554662 EDT | AverageAbsY                0.215637
2017-05-12 12:48:28.555106 EDT | AverageAbsQYDiff           0.0130096
2017-05-12 12:48:28.555440 EDT | AverageAction              0.606968
2017-05-12 12:48:28.555892 EDT | PolicyRegParamNorm        18.6834
2017-05-12 12:48:28.556227 EDT | QFunRegParamNorm          18.3993
2017-05-12 12:48:28.556555 EDT | AverageForwardProgress     0.422455
2017-05-12 12:48:28.556884 EDT | MaxForwardProgress         1.06478
2017-05-12 12:48:28.557290 EDT | MinForwardProgress        -0.17264
2017-05-12 12:48:28.557656 EDT | StdForwardProgress         0.274235
2017-05-12 12:48:28.558116 EDT | -----------------------  -------------
2017-05-12 12:48:28.558897 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #29 | Training started
2017-05-12 12:48:39.031550 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #29 | Training finished
2017-05-12 12:48:39.433254 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #29 | Collecting samples for evaluation
2017-05-12 12:48:55.436763 EDT | -----------------------  -------------
2017-05-12 12:48:55.437674 EDT | Epoch                     29
2017-05-12 12:48:55.438052 EDT | AverageReturn            115.631
2017-05-12 12:48:55.438400 EDT | StdReturn                 61.194
2017-05-12 12:48:55.438739 EDT | MaxReturn                278.858
2017-05-12 12:48:55.439076 EDT | MinReturn                 12.3032
2017-05-12 12:48:55.439413 EDT | AverageEsReturn           31.9768
2017-05-12 12:48:55.439746 EDT | StdEsReturn               21.449
2017-05-12 12:48:55.440080 EDT | MaxEsReturn              100.315
2017-05-12 12:48:55.440414 EDT | MinEsReturn                6.85122
2017-05-12 12:48:55.440749 EDT | AverageDiscountedReturn   66.2528
2017-05-12 12:48:55.441083 EDT | AverageQLoss               0.000742588
2017-05-12 12:48:55.441666 EDT | AveragePolicySurr         -0.248164
2017-05-12 12:48:55.442371 EDT | AverageQ                   0.226514
2017-05-12 12:48:55.442839 EDT | AverageAbsQ                0.226987
2017-05-12 12:48:55.443248 EDT | AverageY                   0.226551
2017-05-12 12:48:55.443660 EDT | AverageAbsY                0.226572
2017-05-12 12:48:55.444125 EDT | AverageAbsQYDiff           0.0139079
2017-05-12 12:48:55.444637 EDT | AverageAction              0.662664
2017-05-12 12:48:55.445109 EDT | PolicyRegParamNorm        18.919
2017-05-12 12:48:55.445572 EDT | QFunRegParamNorm          18.735
2017-05-12 12:48:55.446056 EDT | AverageForwardProgress     0.435935
2017-05-12 12:48:55.446476 EDT | MaxForwardProgress         1.2824
2017-05-12 12:48:55.446931 EDT | MinForwardProgress        -0.225708
2017-05-12 12:48:55.447389 EDT | StdForwardProgress         0.502461
2017-05-12 12:48:55.447858 EDT | -----------------------  -------------
2017-05-12 12:48:55.448573 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #30 | Training started
2017-05-12 12:49:07.070279 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #30 | Training finished
2017-05-12 12:49:07.341813 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #30 | Collecting samples for evaluation
2017-05-12 12:49:21.773699 EDT | -----------------------  -------------
2017-05-12 12:49:21.775105 EDT | Epoch                     30
2017-05-12 12:49:21.778539 EDT | AverageReturn            144.162
2017-05-12 12:49:21.779126 EDT | StdReturn                 49.9354
2017-05-12 12:49:21.779717 EDT | MaxReturn                297.265
2017-05-12 12:49:21.780331 EDT | MinReturn                 28.0035
2017-05-12 12:49:21.781188 EDT | AverageEsReturn           42.145
